,Distributor Name,Sale Flag,Invoice No,Client Code,Client Name,Client Type,Brick Name,Team,Pack Code,Product,Description,Batch,Invoice Date,Units,Bonus,Discount,Price,Value Np
,PREMIER SALES PVT LTD-JACOBABAD,R,277555,1623,SK MEDICINE HOUSE/QUAID E AZAM RAOD JCD/,Wholeseller         ,JACOBABAD-JACOBABAD-QUAID-E-AZAM ROAD JACOBABAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212510501           ,01/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JACOBABAD,S,277647,306,SHAN MEDICAL STORE/MUSLIM BAZAR KASHMORE/,Retailer            ,OUTSTATION-KASHMORE-MUSLIM BAZAR KASHMORE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212510501           ,02/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JACOBABAD,R,277647,306,SHAN MEDICAL STORE/MUSLIM BAZAR KASHMORE/,Retailer            ,OUTSTATION-KASHMORE-MUSLIM BAZAR KASHMORE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212510501           ,02/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JACOBABAD,S,283128,47,SHAFA MEDICAL STORE/SHAHI BAZAR JACOBABAD/,Retailer            ,JACOBABAD-JACOBABAD-SHAHI BAZAR JACOBABAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 170-HC          ,23/10/2025,6,3,0,343.03,2058.18
,PREMIER SALES PVT LTD-JACOBABAD,R,283128,47,SHAFA MEDICAL STORE/SHAHI BAZAR JACOBABAD/,Retailer            ,JACOBABAD-JACOBABAD-SHAHI BAZAR JACOBABAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 170-HC          ,23/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JACOBABAD,S,281026,44,SANDEEP MEDICAL STORE C/O DR.RAJ KUMAR WADHWANI/QAID-E-AZAM ROAD JACOBABD/,Retailer            ,JACOBABAD-JACOBABAD-QUAID-E-AZAM ROAD JACOBABAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 170-HC          ,15/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JACOBABAD,R,281026,44,SANDEEP MEDICAL STORE C/O DR.RAJ KUMAR WADHWANI/QAID-E-AZAM ROAD JACOBABD/,Retailer            ,JACOBABAD-JACOBABAD-QUAID-E-AZAM ROAD JACOBABAD,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 170-HC          ,15/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JACOBABAD,S,278881,1747,RK TRADERS/OLD MUNICIPAL ROAD JCD/,Wholeseller         ,JACOBABAD-JACOBABAD-QUAID-E-AZAM ROAD JACOBABAD,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031514             ,07/10/2025,3,0,0,1450.85,4352.55
,PREMIER SALES PVT LTD-JACOBABAD,R,278881,1747,RK TRADERS/OLD MUNICIPAL ROAD JCD/,Wholeseller         ,JACOBABAD-JACOBABAD-QUAID-E-AZAM ROAD JACOBABAD,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031514             ,07/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,294957,1287,NEW QURESHI M/S/SATELLITE TOWN/,Retailer            ,SATELLITE TOWN-SATELLITE TOWN-BASHIR CHOWK,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,07/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-JHANG,R,294957,1287,NEW QURESHI M/S/SATELLITE TOWN/,Retailer            ,SATELLITE TOWN-SATELLITE TOWN-BASHIR CHOWK,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,07/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JHANG,S,293791,3425,MEDIX PHARMACY/THANA CITY MOHALLA BASHIR COLONY KAMALIYA/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,02/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,293791,3425,MEDIX PHARMACY/THANA CITY MOHALLA BASHIR COLONY KAMALIYA/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,02/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,298273,1658,DAOOD PHARMACY/THQ KAMALIA/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,21/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,298273,1658,DAOOD PHARMACY/THQ KAMALIA/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,21/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,298544,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,3,0,0,1450.85,4352.55
,PREMIER SALES PVT LTD-JHANG,S,294174,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,2,0,0,1450.85,2901.7
,PREMIER SALES PVT LTD-JHANG,S,295091,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,08/10/2025,2,0,0,2241.36,4482.72
,PREMIER SALES PVT LTD-JHANG,R,298544,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,294174,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,295091,3401,AL SHIFA MEDICINE STORE/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,08/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,296970,1168,AL SHAFI M/S/TOBA TEK SINGH/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,15/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,296970,1168,AL SHAFI M/S/TOBA TEK SINGH/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,15/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,294176,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,295093,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,08/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,S,298547,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,22/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,S,296811,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,15/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,S,296811,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,15/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,298547,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,298547,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,22/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,295093,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,08/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,295093,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,08/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,296811,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,15/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,R,294176,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,298547,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,22/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,R,295093,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,08/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,R,296811,3526,NASEEM PHARMACY/TOBA ROAD RAJHANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,15/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,294142,3669,KHAN GEE M/S/TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,294142,3669,KHAN GEE M/S/TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,03/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,298925,3557,ISMAIL PHARMACY/BHAKKAR ROAD NEAR FAHAD FILLING STATION JHANG SADAR/,Retailer            ,BHAKKAR ROAD-BHAKKAR ROAD-BHAKKAR ROAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,23/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,298925,3557,ISMAIL PHARMACY/BHAKKAR ROAD NEAR FAHAD FILLING STATION JHANG SADAR/,Retailer            ,BHAKKAR ROAD-BHAKKAR ROAD-BHAKKAR ROAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,23/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,294163,1249,GHOUSIA M/S/PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,296406,1249,GHOUSIA M/S/PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,13/10/2025,3,0,0,450,1350
,PREMIER SALES PVT LTD-JHANG,R,294163,1249,GHOUSIA M/S/PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,R,296406,1249,GHOUSIA M/S/PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,13/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-JHANG,S,294549,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,06/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,295140,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,08/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,298828,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,23/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,298828,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,23/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,295140,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,08/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,294549,3524,FARMAKO PHARMACY/NEAR CITY HOSPITAL JHANG ROAD TTS/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,06/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,298960,4426,NEW CRESENT PHARMACY/SHOP NO 1 FOWARA CHOWK JHANG SADAR/,Retailer            ,SHAHEED ROAD-SHAHEED ROAD-FOWARA CHOWK,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,23/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,298960,4426,NEW CRESENT PHARMACY/SHOP NO 1 FOWARA CHOWK JHANG SADAR/,Retailer            ,SHAHEED ROAD-SHAHEED ROAD-FOWARA CHOWK,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,23/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,295322,4136,NOOR PHARMACY BRANCH 02/NEAR LARI ADDA SABIR CHOWK JHANG ROAD TEH SHORKOT/,Retailer            ,SHOR KOT CITY-SHOR KOT CITY-SHOR KOT CITY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,09/10/2025,2,0,0,2241.36,4482.72
,PREMIER SALES PVT LTD-JHANG,R,295322,4136,NOOR PHARMACY BRANCH 02/NEAR LARI ADDA SABIR CHOWK JHANG ROAD TEH SHORKOT/,Retailer            ,SHOR KOT CITY-SHOR KOT CITY-SHOR KOT CITY,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,09/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,294366,4206,"IBRAHIM PHARMACY/KHATA 338,AYUB CHOWK, MOHALLAH KAPAIAN WALA. FSD ROAD JHANG/",Retailer            ,FAISALABAD ROAD-FAISALABAD ROAD-FAISALABAD ROAD,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,04/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,294366,4206,"IBRAHIM PHARMACY/KHATA 338,AYUB CHOWK, MOHALLAH KAPAIAN WALA. FSD ROAD JHANG/",Retailer            ,FAISALABAD ROAD-FAISALABAD ROAD-FAISALABAD ROAD,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,04/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,296988,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,15/10/2025,1,0,0,450,450
,PREMIER SALES PVT LTD-JHANG,S,293539,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,01/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,297978,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,20/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,296988,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,15/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-JHANG,R,293539,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,01/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,297978,3398,SHARIF PHARMACY/CHAK NO 257/GB TOBA/,Retailer            ,T.T. SINGH-T.T. SINGH-T.T. SINGH,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,20/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,298990,4183,AL NOOR PHARMACY/SHOP NO 8 NEAR LARI ADDA MAIN RAJANA ROAD/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,23/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,S,298293,4183,AL NOOR PHARMACY/SHOP NO 8 NEAR LARI ADDA MAIN RAJANA ROAD/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,21/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,298990,4183,AL NOOR PHARMACY/SHOP NO 8 NEAR LARI ADDA MAIN RAJANA ROAD/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031575             ,23/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,298293,4183,AL NOOR PHARMACY/SHOP NO 8 NEAR LARI ADDA MAIN RAJANA ROAD/,Retailer            ,KAMALIA-KAMALIA-KAMALIA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,21/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,297555,2823,NAVEED PHARMACY/NEAR RHC HOSPITAL TOBA ROAD RAJANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,17/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-JHANG,R,297555,2823,NAVEED PHARMACY/NEAR RHC HOSPITAL TOBA ROAD RAJANA/,Retailer            ,RAJHANA-RAJHANA-RAJHANA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,17/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JHANG,S,294126,4194,MADINA PHARMACY/DHQ HOSPITAL  GOJRA ROAD/,Retailer            ,GOJRA ROAD-GOJRA ROAD-GOJRA ROAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,294126,4194,MADINA PHARMACY/DHQ HOSPITAL  GOJRA ROAD/,Retailer            ,GOJRA ROAD-GOJRA ROAD-GOJRA ROAD,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,298385,4359,"AL SHIFA PHARMACY/Near Petroleum Chowki  Ratta Matta Janobi, Jhang Lalian Road, Mouz Ratta Matta, Tehsil & DIstrict Jhang/",Retailer            ,SAHA JEWNA-SAHA JEWNA-SAHA JEWNA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,21/10/2025,1,0,0,450,450
,PREMIER SALES PVT LTD-JHANG,R,298385,4359,"AL SHIFA PHARMACY/Near Petroleum Chowki  Ratta Matta Janobi, Jhang Lalian Road, Mouz Ratta Matta, Tehsil & DIstrict Jhang/",Retailer            ,SAHA JEWNA-SAHA JEWNA-SAHA JEWNA,Falcons,PV13255,Stevo,Sac. 1gm 50's,3979                ,21/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-JHANG,S,293599,880,ZEESHAN PHARMACY/AYUB CHOWK/,Retailer            ,PURANA CHINIOT ROAD-PURANA CHINIOT ROAD-PURANA CHINIOT ROAD,Falcons,PV07201,Supercran,Sac. 10's,N4F001              ,01/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-JHANG,R,293599,880,ZEESHAN PHARMACY/AYUB CHOWK/,Retailer            ,PURANA CHINIOT ROAD-PURANA CHINIOT ROAD-PURANA CHINIOT ROAD,Falcons,PV07201,Supercran,Sac. 10's,N4F001              ,01/10/2025,0,0,0,360.17,0
,PREMIER SALES PVT LTD-JHANG,S,294717,3727,ZAHRA PHARMACY/RAJHANA ROAD PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,06/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,294717,3727,ZAHRA PHARMACY/RAJHANA ROAD PIR MAHAL/,Retailer            ,PEER MAHAL-PEER MAHAL-PEER MAHAL,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,06/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,S,296907,1503,NATIONAL PHARMACY/GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,15/10/2025,2,1,0,343.03,686.06
,PREMIER SALES PVT LTD-JHANG,R,296907,1503,NATIONAL PHARMACY/GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10201,Actnise,Crm. 50gm 1's,ANC 162-AC          ,15/10/2025,0,0,0,343.03,0
,PREMIER SALES PVT LTD-JHANG,S,293485,3553,AL MAJEED PHARMACY/MUREED WALA ROAD MONGI BANGLA GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,01/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,S,298626,3553,AL MAJEED PHARMACY/MUREED WALA ROAD MONGI BANGLA GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,22/10/2025,1,0,0,2241.36,2241.36
,PREMIER SALES PVT LTD-JHANG,R,293485,3553,AL MAJEED PHARMACY/MUREED WALA ROAD MONGI BANGLA GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,01/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,R,298626,3553,AL MAJEED PHARMACY/MUREED WALA ROAD MONGI BANGLA GOJRA/,Retailer            ,GOJRA-GOJRA-GOJRA,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,22/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,293960,1303,MADINA PHARMACY/GARH MOR/,Retailer            ,GARH MORE-GARH MORE-GARH MORE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,2,0,0,2241.36,4482.72
,PREMIER SALES PVT LTD-JHANG,S,297304,1303,MADINA PHARMACY/GARH MOR/,Retailer            ,GARH MORE-GARH MORE-GARH MORE,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,17/10/2025,1,0,0,1450.85,1450.85
,PREMIER SALES PVT LTD-JHANG,R,297304,1303,MADINA PHARMACY/GARH MOR/,Retailer            ,GARH MORE-GARH MORE-GARH MORE,Falcons,PV13231,EvoCheck Go,BGM Test Strip 50's,B031515             ,17/10/2025,0,0,0,1450.85,0
,PREMIER SALES PVT LTD-JHANG,R,293960,1303,MADINA PHARMACY/GARH MOR/,Retailer            ,GARH MORE-GARH MORE-GARH MORE,Falcons,PV10002,EvoCheck,GS700 BGM Test Strips 50's,212481401           ,03/10/2025,0,0,0,2241.36,0
,PREMIER SALES PVT LTD-JHANG,S,296863,1302,TABASUM M/S/ADDA MEHMOOD KOT/,Retailer            ,18 HAZARI-18 HAZARI-18- HAZARI,Falcons,PV13255,Stevo,Sac. 1gm 50's,3977                ,15/10/2025,0,0,0,450,0
,PREMIER SALES PVT LTD-JHANG,R,296863,1302,TABASUM M/S/ADDA MEHMOOD KOT/,Retailer            ,18 HAZARI-18 HAZARI-18- HAZARI,Falcons,PV13255,Stevo,Sac. 1gm 50's,3977                ,15/10/2025,-2,0,0,450,-900
